customer_id,name,email,tenure_months,monthly_charge_usd,total_charges_usd,num_complaints_90d,late_payments_12m,support_calls_30d,avg_data_usage_gb,num_services,discount_pct_active,contract_type,payment_method,has_competitor_offer,plan_type,current_debt_usd,preferred_channel,last_complaint_text,churn
1057,Cliente 1057,user1057@demo.com,32,53.46,1715.79,1,2,0,10.7,5,0,month_to_month,credit_card,0,standard,0.0,chat,Cobro duplicado en factura,0
1058,Cliente 1058,user1058@demo.com,55,25.66,1435.55,0,1,1,25.1,1,20,month_to_month,credit_card,0,basic,0.0,phone,sin quejas registradas,0
1059,Cliente 1059,user1059@demo.com,31,22.62,622.19,0,1,0,15.5,1,20,month_to_month,credit_card,0,basic,0.0,chat,sin quejas registradas,0
1060,Cliente 1060,user1060@demo.com,23,67.43,1386.27,0,1,0,46.3,2,10,month_to_month,electronic_check,1,standard,0.0,phone,sin quejas registradas,1
1061,Cliente 1061,user1061@demo.com,55,15.0,754.58,0,1,1,2.3,2,15,month_to_month,bank_transfer,0,basic,0.0,whatsapp,sin quejas registradas,0
1062,Cliente 1062,user1062@demo.com,49,59.52,2823.78,1,1,1,16.9,1,0,two_year,bank_transfer,0,standard,0.0,whatsapp,Internet inestable en horas pico,0
1063,Cliente 1063,user1063@demo.com,11,44.48,476.73,0,1,0,43.3,5,20,month_to_month,credit_card,1,standard,0.0,email,sin quejas registradas,1
1064,Cliente 1064,user1064@demo.com,51,83.78,4218.73,2,4,0,39.9,5,0,month_to_month,bank_transfer,1,premium,197.98,chat,Internet inestable en horas pico,1
1065,Cliente 1065,user1065@demo.com,54,44.14,2457.54,1,1,1,5.4,2,0,month_to_month,credit_card,0,standard,0.0,email,Cargo por servicio que no solicite,0
1066,Cliente 1066,user1066@demo.com,28,69.51,1769.18,0,1,0,36.9,2,0,month_to_month,electronic_check,0,standard,0.0,email,sin quejas registradas,1
1067,Cliente 1067,user1067@demo.com,66,46.27,2998.09,0,0,0,9.8,4,20,month_to_month,credit_card,1,standard,0.0,email,sin quejas registradas,0
1068,Cliente 1068,user1068@demo.com,46,57.5,2544.34,1,1,0,12.5,5,0,month_to_month,credit_card,1,standard,0.0,chat,Velocidad menor a la contratada,0
1069,Cliente 1069,user1069@demo.com,24,71.21,1557.22,0,1,1,41.7,2,20,month_to_month,bank_transfer,0,standard,0.0,chat,sin quejas registradas,0
1070,Cliente 1070,user1070@demo.com,1,44.82,46.23,1,3,1,16.7,4,15,two_year,electronic_check,0,standard,49.17,whatsapp,Velocidad menor a la contratada,1
1071,Cliente 1071,user1071@demo.com,48,76.92,3208.84,0,0,2,5.0,1,15,two_year,electronic_check,0,standard,0.0,whatsapp,sin quejas registradas,0
1072,Cliente 1072,user1072@demo.com,15,33.14,493.32,1,0,1,7.8,3,0,month_to_month,bank_transfer,1,basic,0.0,chat,Demoras al contestar en el call center,1
1073,Cliente 1073,user1073@demo.com,54,61.48,3305.23,0,0,2,22.4,5,15,month_to_month,electronic_check,0,standard,0.0,whatsapp,sin quejas registradas,0
1074,Cliente 1074,user1074@demo.com,38,75.3,2956.01,0,1,0,16.2,3,20,two_year,credit_card,0,standard,0.0,whatsapp,sin quejas registradas,0
1075,Cliente 1075,user1075@demo.com,34,69.52,2254.28,1,0,2,16.0,4,0,month_to_month,electronic_check,1,standard,0.0,chat,Velocidad menor a la contratada,0
1076,Cliente 1076,user1076@demo.com,12,97.16,1066.03,0,0,0,31.5,4,5,two_year,cash,1,premium,0.0,whatsapp,sin quejas registradas,0
1077,Cliente 1077,user1077@demo.com,51,38.2,1978.49,0,1,0,27.5,4,0,one_year,electronic_check,0,basic,0.0,whatsapp,sin quejas registradas,0
1078,Cliente 1078,user1078@demo.com,12,24.66,297.15,0,1,1,17.2,4,5,month_to_month,bank_transfer,1,basic,0.0,phone,sin quejas registradas,1
1079,Cliente 1079,user1079@demo.com,30,33.12,943.98,1,0,1,40.4,5,10,month_to_month,credit_card,0,basic,0.0,whatsapp,Cargo por servicio que no solicite,0
1080,Cliente 1080,user1080@demo.com,60,69.53,4186.7,0,1,1,31.7,1,0,month_to_month,cash,0,standard,0.0,chat,sin quejas registradas,0
1081,Cliente 1081,user1081@demo.com,66,65.95,3932.99,0,3,1,26.3,5,15,two_year,cash,0,standard,183.24,email,sin quejas registradas,0
1082,Cliente 1082,user1082@demo.com,71,57.25,3934.28,0,2,1,14.2,5,0,month_to_month,bank_transfer,0,standard,0.0,phone,sin quejas registradas,0
1083,Cliente 1083,user1083@demo.com,69,30.29,2138.16,0,2,2,44.8,5,10,one_year,electronic_check,1,basic,0.0,email,sin quejas registradas,0
1084,Cliente 1084,user1084@demo.com,40,71.87,2626.41,2,0,0,15.8,2,10,month_to_month,credit_card,0,standard,0.0,chat,Cargo por servicio que no solicite,0
1085,Cliente 1085,user1085@demo.com,15,28.06,398.47,0,0,1,17.0,3,0,two_year,bank_transfer,1,basic,0.0,phone,sin quejas registradas,0
1086,Cliente 1086,user1086@demo.com,60,80.5,5024.21,0,1,0,60.4,2,0,one_year,credit_card,0,premium,0.0,whatsapp,sin quejas registradas,0
1087,Cliente 1087,user1087@demo.com,57,117.86,6782.8,0,1,2,10.3,5,0,month_to_month,bank_transfer,1,enterprise,0.0,whatsapp,sin quejas registradas,0
1088,Cliente 1088,user1088@demo.com,71,63.06,4599.97,0,2,1,10.2,3,10,month_to_month,bank_transfer,1,standard,0.0,chat,sin quejas registradas,0
1089,Cliente 1089,user1089@demo.com,47,67.83,2955.44,0,1,3,17.5,2,10,month_to_month,electronic_check,1,standard,0.0,email,sin quejas registradas,1
1090,Cliente 1090,user1090@demo.com,11,44.16,509.71,1,0,2,8.5,4,5,two_year,electronic_check,1,standard,0.0,chat,Cobro duplicado en factura,0
1091,Cliente 1091,user1091@demo.com,36,15.18,481.18,0,3,0,8.7,1,0,one_year,electronic_check,0,basic,42.33,phone,sin quejas registradas,0
1092,Cliente 1092,user1092@demo.com,32,41.74,1273.91,1,3,1,59.2,2,0,month_to_month,credit_card,0,standard,103.83,chat,Cargo por servicio que no solicite,0
1093,Cliente 1093,user1093@demo.com,60,30.96,1757.02,0,0,1,17.3,2,15,two_year,credit_card,0,basic,0.0,whatsapp,sin quejas registradas,0
1094,Cliente 1094,user1094@demo.com,28,23.17,655.04,1,0,1,27.0,2,5,month_to_month,electronic_check,0,basic,0.0,phone,Demoras al contestar en el call center,0
1095,Cliente 1095,user1095@demo.com,24,92.89,2300.08,0,1,2,5.9,3,5,month_to_month,bank_transfer,0,premium,0.0,email,sin quejas registradas,0
1096,Cliente 1096,user1096@demo.com,6,61.0,364.62,1,1,1,9.6,1,0,two_year,electronic_check,0,standard,0.0,phone,Cargo por servicio que no solicite,0
1097,Cliente 1097,user1097@demo.com,60,63.35,3707.36,1,0,2,64.7,5,20,month_to_month,credit_card,0,standard,0.0,chat,Cargo por servicio que no solicite,0
1098,Cliente 1098,user1098@demo.com,54,48.2,2434.88,1,1,0,8.5,3,0,two_year,credit_card,1,standard,0.0,chat,Cargo por servicio que no solicite,0
1099,Cliente 1099,user1099@demo.com,3,51.2,146.24,0,1,0,27.6,2,15,month_to_month,credit_card,0,standard,0.0,chat,sin quejas registradas,1
1100,Cliente 1100,user1100@demo.com,31,76.22,2249.07,0,1,0,0.8,1,15,one_year,electronic_check,0,standard,0.0,email,sin quejas registradas,1
1101,Cliente 1101,user1101@demo.com,35,54.29,1622.87,1,0,1,5.5,5,0,month_to_month,bank_transfer,0,standard,0.0,whatsapp,Cargo por servicio que no solicite,0
1102,Cliente 1102,user1102@demo.com,34,66.68,2155.15,1,0,3,17.1,5,0,month_to_month,bank_transfer,0,standard,0.0,chat,Internet inestable en horas pico,1
1103,Cliente 1103,user1103@demo.com,66,50.69,3416.45,0,0,0,39.5,3,0,month_to_month,credit_card,1,standard,0.0,whatsapp,sin quejas registradas,0
1104,Cliente 1104,user1104@demo.com,11,47.47,517.92,0,1,3,21.5,2,0,one_year,cash,0,standard,0.0,chat,sin quejas registradas,1
1105,Cliente 1105,user1105@demo.com,22,24.05,533.94,0,1,0,18.3,3,15,month_to_month,electronic_check,1,basic,0.0,chat,sin quejas registradas,1
1106,Cliente 1106,user1106@demo.com,13,15.0,180.98,1,1,2,33.5,5,5,month_to_month,electronic_check,0,basic,0.0,phone,Cargo por servicio que no solicite,0
1107,Cliente 1107,user1107@demo.com,18,49.25,847.31,1,4,1,24.9,2,5,month_to_month,electronic_check,0,standard,144.59,whatsapp,Demoras al contestar en el call center,0
1108,Cliente 1108,user1108@demo.com,65,56.24,3131.74,0,1,1,4.1,4,5,month_to_month,bank_transfer,1,standard,0.0,whatsapp,sin quejas registradas,1
1109,Cliente 1109,user1109@demo.com,67,26.71,1658.21,0,2,0,20.4,5,20,one_year,electronic_check,0,basic,0.0,phone,sin quejas registradas,0
1110,Cliente 1110,user1110@demo.com,4,54.24,205.0,1,3,0,14.5,4,20,one_year,cash,1,standard,86.7,email,Cargo por servicio que no solicite,1
1111,Cliente 1111,user1111@demo.com,45,56.18,2277.92,0,0,0,17.8,5,0,one_year,credit_card,1,standard,0.0,chat,sin quejas registradas,0
1112,Cliente 1112,user1112@demo.com,17,15.0,218.34,0,0,0,14.1,5,15,month_to_month,bank_transfer,0,basic,0.0,chat,sin quejas registradas,0
1113,Cliente 1113,user1113@demo.com,14,34.87,482.36,0,1,0,20.6,1,0,month_to_month,credit_card,1,basic,0.0,whatsapp,sin quejas registradas,0
1114,Cliente 1114,user1114@demo.com,21,63.96,1258.56,0,0,0,28.3,2,15,month_to_month,bank_transfer,0,standard,0.0,email,sin quejas registradas,0
1115,Cliente 1115,user1115@demo.com,14,63.52,829.82,0,1,1,6.6,1,20,month_to_month,credit_card,0,standard,0.0,chat,sin quejas registradas,1
1116,Cliente 1116,user1116@demo.com,35,29.62,933.03,0,3,1,11.8,3,5,two_year,credit_card,0,basic,34.34,chat,sin quejas registradas,0
1117,Cliente 1117,user1117@demo.com,71,58.49,3976.57,3,0,0,32.7,3,10,month_to_month,bank_transfer,0,standard,0.0,chat,Cargo por servicio que no solicite,0
1118,Cliente 1118,user1118@demo.com,42,77.49,3051.51,0,0,4,35.7,1,5,two_year,electronic_check,1,standard,0.0,whatsapp,sin quejas registradas,0
1119,Cliente 1119,user1119@demo.com,52,72.1,3542.23,1,2,1,53.6,3,0,month_to_month,bank_transfer,0,standard,0.0,email,Velocidad menor a la contratada,0
1120,Cliente 1120,user1120@demo.com,36,52.9,1839.98,0,3,3,21.8,1,0,one_year,bank_transfer,1,standard,126.56,whatsapp,sin quejas registradas,0
1121,Cliente 1121,user1121@demo.com,1,44.7,38.05,0,1,0,11.3,3,0,one_year,bank_transfer,0,standard,0.0,email,sin quejas registradas,0
1122,Cliente 1122,user1122@demo.com,6,41.15,254.69,0,0,0,12.0,2,15,one_year,electronic_check,0,standard,0.0,whatsapp,sin quejas registradas,0
1123,Cliente 1123,user1123@demo.com,20,65.29,1128.5,2,3,0,21.3,5,0,one_year,electronic_check,0,standard,80.01,chat,Velocidad menor a la contratada,0
1124,Cliente 1124,user1124@demo.com,18,59.29,1003.38,0,1,2,9.5,4,5,month_to_month,electronic_check,1,standard,0.0,chat,sin quejas registradas,1
1125,Cliente 1125,user1125@demo.com,60,68.85,3682.68,1,1,1,51.2,4,5,one_year,credit_card,1,standard,0.0,chat,Cobro duplicado en factura,0
1126,Cliente 1126,user1126@demo.com,60,57.9,3316.82,2,0,1,14.1,5,0,month_to_month,electronic_check,1,standard,0.0,chat,Internet inestable en horas pico,0
1127,Cliente 1127,user1127@demo.com,61,73.01,4035.18,0,2,0,46.4,1,5,month_to_month,cash,0,standard,0.0,whatsapp,sin quejas registradas,1
1128,Cliente 1128,user1128@demo.com,46,57.08,2683.45,0,2,1,8.4,2,10,month_to_month,cash,0,standard,0.0,whatsapp,sin quejas registradas,0
1129,Cliente 1129,user1129@demo.com,40,72.26,2685.97,0,2,1,17.8,4,15,month_to_month,electronic_check,0,standard,0.0,chat,sin quejas registradas,0
1130,Cliente 1130,user1130@demo.com,47,74.16,3407.97,0,2,1,15.8,4,15,two_year,bank_transfer,1,standard,0.0,email,sin quejas registradas,0
1131,Cliente 1131,user1131@demo.com,29,37.3,973.29,0,0,0,5.7,1,15,month_to_month,electronic_check,0,basic,0.0,email,sin quejas registradas,0
1132,Cliente 1132,user1132@demo.com,48,15.22,623.81,0,1,1,16.8,2,5,month_to_month,electronic_check,0,basic,0.0,phone,sin quejas registradas,0
1133,Cliente 1133,user1133@demo.com,57,88.96,4719.98,0,0,1,24.8,2,10,month_to_month,electronic_check,1,premium,0.0,chat,sin quejas registradas,1
1134,Cliente 1134,user1134@demo.com,55,60.65,3193.3,0,1,1,2.1,1,0,one_year,bank_transfer,0,standard,0.0,chat,sin quejas registradas,0
1135,Cliente 1135,user1135@demo.com,44,17.28,716.15,1,3,1,30.2,4,0,one_year,bank_transfer,0,basic,25.31,chat,Internet inestable en horas pico,0
1136,Cliente 1136,user1136@demo.com,5,39.3,204.83,1,2,2,26.4,1,20,two_year,electronic_check,1,basic,0.0,whatsapp,Demoras al contestar en el call center,1
1137,Cliente 1137,user1137@demo.com,52,71.98,3710.65,0,2,0,20.3,5,10,one_year,electronic_check,0,standard,0.0,email,sin quejas registradas,0
1138,Cliente 1138,user1138@demo.com,27,48.85,1383.76,0,1,2,34.6,3,0,month_to_month,credit_card,0,standard,0.0,phone,sin quejas registradas,0
1139,Cliente 1139,user1139@demo.com,53,43.73,2106.81,1,0,0,36.2,4,0,month_to_month,credit_card,1,standard,0.0,whatsapp,Demoras al contestar en el call center,0
1140,Cliente 1140,user1140@demo.com,39,85.82,3373.12,0,0,0,102.2,3,20,month_to_month,electronic_check,1,premium,0.0,chat,sin quejas registradas,0
1141,Cliente 1141,user1141@demo.com,63,31.96,1935.18,0,0,3,5.4,5,0,one_year,bank_transfer,0,basic,0.0,chat,sin quejas registradas,0
1142,Cliente 1142,user1142@demo.com,25,37.44,910.12,1,2,0,56.3,2,5,two_year,cash,1,basic,0.0,chat,Demoras al contestar en el call center,0
1143,Cliente 1143,user1143@demo.com,67,59.65,4185.07,0,2,0,40.9,3,15,month_to_month,credit_card,0,standard,0.0,phone,sin quejas registradas,0
1144,Cliente 1144,user1144@demo.com,60,63.59,3742.13,1,0,0,26.3,1,20,month_to_month,bank_transfer,1,standard,0.0,email,Demoras al contestar en el call center,0
1145,Cliente 1145,user1145@demo.com,24,65.92,1629.17,0,3,0,8.6,5,0,one_year,credit_card,0,standard,169.21,chat,sin quejas registradas,0
1146,Cliente 1146,user1146@demo.com,35,75.05,2614.01,1,3,0,14.9,3,20,one_year,credit_card,0,standard,118.93,chat,Internet inestable en horas pico,0
1147,Cliente 1147,user1147@demo.com,38,59.37,1975.13,0,3,0,13.2,1,15,one_year,bank_transfer,1,standard,86.12,phone,sin quejas registradas,0
1148,Cliente 1148,user1148@demo.com,55,65.77,3580.76,0,1,0,18.7,5,0,month_to_month,credit_card,0,standard,0.0,phone,sin quejas registradas,0
1149,Cliente 1149,user1149@demo.com,49,49.3,2287.34,0,1,1,33.6,5,15,month_to_month,credit_card,1,standard,0.0,chat,sin quejas registradas,0
1150,Cliente 1150,user1150@demo.com,61,56.38,3555.29,1,1,0,49.3,1,15,month_to_month,electronic_check,1,standard,0.0,whatsapp,Velocidad menor a la contratada,0
1151,Cliente 1151,user1151@demo.com,27,57.37,1566.6,0,2,2,67.2,5,0,month_to_month,bank_transfer,1,standard,0.0,chat,sin quejas registradas,0
1152,Cliente 1152,user1152@demo.com,36,59.73,1872.52,0,2,1,15.0,4,0,one_year,electronic_check,0,standard,0.0,chat,sin quejas registradas,0
1153,Cliente 1153,user1153@demo.com,31,72.0,1956.98,1,3,1,23.4,2,15,month_to_month,electronic_check,0,standard,139.6,chat,Demoras al contestar en el call center,0
1154,Cliente 1154,user1154@demo.com,65,67.21,3774.17,0,1,0,10.1,4,0,month_to_month,credit_card,0,standard,0.0,phone,sin quejas registradas,0
1155,Cliente 1155,user1155@demo.com,22,55.97,1168.11,1,0,1,42.2,4,15,two_year,credit_card,0,standard,0.0,phone,Cobro duplicado en factura,0
1156,Cliente 1156,user1156@demo.com,42,37.2,1353.28,1,2,0,27.6,3,0,month_to_month,electronic_check,0,basic,0.0,email,Cobro duplicado en factura,0
1157,Cliente 1157,user1157@demo.com,9,56.49,505.73,0,1,0,17.4,4,10,month_to_month,electronic_check,0,standard,0.0,chat,sin quejas registradas,0
1158,Cliente 1158,user1158@demo.com,61,54.38,3186.06,1,0,0,5.1,1,10,two_year,bank_transfer,0,standard,0.0,email,Demoras al contestar en el call center,0
1159,Cliente 1159,user1159@demo.com,28,59.25,1687.5,0,0,0,23.6,5,0,month_to_month,credit_card,1,standard,0.0,chat,sin quejas registradas,0
1160,Cliente 1160,user1160@demo.com,25,103.54,2345.08,0,0,1,25.5,5,0,one_year,credit_card,0,premium,0.0,chat,sin quejas registradas,0
1161,Cliente 1161,user1161@demo.com,42,43.48,1741.84,1,3,0,3.6,2,10,month_to_month,bank_transfer,0,standard,50.54,email,Internet inestable en horas pico,0
1162,Cliente 1162,user1162@demo.com,36,64.29,2021.65,0,1,0,6.7,3,5,two_year,bank_transfer,1,standard,0.0,email,sin quejas registradas,0
1163,Cliente 1163,user1163@demo.com,61,78.51,4918.04,0,2,0,23.2,2,0,month_to_month,electronic_check,0,standard,0.0,chat,sin quejas registradas,0
1164,Cliente 1164,user1164@demo.com,38,57.16,1922.29,0,2,1,63.3,2,20,month_to_month,credit_card,1,standard,0.0,chat,sin quejas registradas,1
1165,Cliente 1165,user1165@demo.com,37,106.43,3427.84,0,2,0,45.3,2,0,two_year,electronic_check,1,premium,0.0,chat,sin quejas registradas,1
1166,Cliente 1166,user1166@demo.com,8,46.68,332.74,0,0,0,17.8,5,20,one_year,credit_card,1,standard,0.0,phone,sin quejas registradas,0
1167,Cliente 1167,user1167@demo.com,2,62.13,125.66,1,3,0,15.7,4,0,month_to_month,bank_transfer,0,standard,118.47,email,Demoras al contestar en el call center,1
1168,Cliente 1168,user1168@demo.com,29,37.43,945.62,0,1,0,11.5,5,0,month_to_month,electronic_check,1,basic,0.0,phone,sin quejas registradas,0
1169,Cliente 1169,user1169@demo.com,71,47.27,3265.17,1,0,0,10.5,4,5,month_to_month,credit_card,1,standard,0.0,chat,Internet inestable en horas pico,0
1170,Cliente 1170,user1170@demo.com,66,60.48,3988.63,0,2,1,16.7,4,5,month_to_month,electronic_check,0,standard,0.0,chat,sin quejas registradas,0
1171,Cliente 1171,user1171@demo.com,45,73.62,3313.62,0,1,1,76.1,1,10,month_to_month,credit_card,0,standard,0.0,chat,sin quejas registradas,1
1172,Cliente 1172,user1172@demo.com,45,62.02,2478.35,0,1,0,15.6,5,0,month_to_month,electronic_check,1,standard,0.0,chat,sin quejas registradas,0
1173,Cliente 1173,user1173@demo.com,28,82.7,1996.8,0,0,1,20.6,4,0,two_year,bank_transfer,0,premium,0.0,whatsapp,sin quejas registradas,0
1174,Cliente 1174,user1174@demo.com,13,52.91,646.4,2,0,1,7.2,1,0,one_year,credit_card,0,standard,0.0,chat,Internet inestable en horas pico,0
1175,Cliente 1175,user1175@demo.com,1,47.69,42.47,0,3,0,31.0,1,5,two_year,electronic_check,0,standard,116.34,chat,sin quejas registradas,0
1176,Cliente 1176,user1176@demo.com,25,114.49,2833.21,1,1,0,20.4,4,20,month_to_month,bank_transfer,0,enterprise,0.0,chat,Internet inestable en horas pico,1
1177,Cliente 1177,user1177@demo.com,23,63.67,1349.22,1,0,3,14.9,2,5,month_to_month,electronic_check,0,standard,0.0,chat,Cobro duplicado en factura,0
1178,Cliente 1178,user1178@demo.com,14,39.17,515.41,1,1,1,8.9,2,20,one_year,credit_card,1,basic,0.0,whatsapp,Cargo por servicio que no solicite,1
1179,Cliente 1179,user1179@demo.com,19,39.73,658.77,0,2,0,11.0,2,0,month_to_month,credit_card,0,basic,0.0,whatsapp,sin quejas registradas,0
1180,Cliente 1180,user1180@demo.com,2,34.26,66.02,0,0,2,14.1,5,0,month_to_month,electronic_check,0,basic,0.0,email,sin quejas registradas,0
1181,Cliente 1181,user1181@demo.com,44,75.6,2950.87,1,1,0,14.9,2,0,two_year,electronic_check,1,standard,0.0,chat,Cobro duplicado en factura,0
1182,Cliente 1182,user1182@demo.com,66,46.98,3056.64,0,0,0,8.8,2,0,one_year,electronic_check,1,standard,0.0,email,sin quejas registradas,0
1183,Cliente 1183,user1183@demo.com,50,57.8,2497.64,0,1,0,19.0,2,0,month_to_month,bank_transfer,0,standard,0.0,email,sin quejas registradas,0
1184,Cliente 1184,user1184@demo.com,32,53.6,1792.69,0,1,0,24.0,1,0,month_to_month,bank_transfer,0,standard,0.0,email,sin quejas registradas,0
1185,Cliente 1185,user1185@demo.com,30,71.09,2104.77,1,0,1,35.0,1,10,month_to_month,electronic_check,0,standard,0.0,chat,Cobro duplicado en factura,1
1186,Cliente 1186,user1186@demo.com,22,36.37,709.2,0,2,1,61.0,3,5,one_year,electronic_check,1,basic,0.0,chat,sin quejas registradas,1
1187,Cliente 1187,user1187@demo.com,11,31.34,294.0,1,0,0,3.5,1,10,month_to_month,bank_transfer,0,basic,0.0,chat,Demoras al contestar en el call center,0
1188,Cliente 1188,user1188@demo.com,43,59.93,2362.82,0,1,0,26.7,4,0,two_year,electronic_check,1,standard,0.0,chat,sin quejas registradas,0
1189,Cliente 1189,user1189@demo.com,41,68.22,2462.95,0,1,0,16.2,3,20,month_to_month,electronic_check,1,standard,0.0,email,sin quejas registradas,1
1190,Cliente 1190,user1190@demo.com,1,62.32,55.69,1,1,0,2.5,3,0,month_to_month,credit_card,0,standard,0.0,whatsapp,Velocidad menor a la contratada,1
1191,Cliente 1191,user1191@demo.com,30,37.19,1143.09,1,3,2,12.2,2,0,one_year,electronic_check,0,basic,82.35,chat,Cobro duplicado en factura,0
1192,Cliente 1192,user1192@demo.com,20,69.9,1356.96,0,2,1,32.5,4,0,two_year,cash,1,standard,0.0,whatsapp,sin quejas registradas,0
1193,Cliente 1193,user1193@demo.com,13,38.64,444.7,2,1,0,29.5,3,10,two_year,electronic_check,1,basic,0.0,chat,Cargo por servicio que no solicite,0
1194,Cliente 1194,user1194@demo.com,50,43.53,2092.34,0,1,3,22.4,1,0,month_to_month,bank_transfer,0,standard,0.0,chat,sin quejas registradas,0
1195,Cliente 1195,user1195@demo.com,38,34.23,1172.17,0,0,1,11.2,3,0,month_to_month,credit_card,0,basic,0.0,phone,sin quejas registradas,0
1196,Cliente 1196,user1196@demo.com,45,83.63,3933.6,0,0,2,50.6,1,15,one_year,electronic_check,0,premium,0.0,chat,sin quejas registradas,0
1197,Cliente 1197,user1197@demo.com,51,68.94,3011.58,2,3,1,7.8,3,15,two_year,credit_card,0,standard,79.14,whatsapp,Cobro duplicado en factura,0
1198,Cliente 1198,user1198@demo.com,70,68.31,4764.79,0,1,0,15.1,3,15,two_year,cash,0,standard,0.0,whatsapp,sin quejas registradas,0
1199,Cliente 1199,user1199@demo.com,57,82.44,4720.69,0,1,1,17.3,3,0,month_to_month,credit_card,0,premium,0.0,chat,sin quejas registradas,0
1200,Cliente 1200,user1200@demo.com,45,116.88,4541.31,0,1,1,19.2,2,5,one_year,electronic_check,1,enterprise,0.0,chat,sin quejas registradas,1
1201,Cliente 1201,user1201@demo.com,63,17.4,969.45,1,2,0,85.5,3,10,month_to_month,cash,0,basic,0.0,chat,Cobro duplicado en factura,0
1202,Cliente 1202,user1202@demo.com,34,38.76,1221.45,0,1,2,57.7,4,5,month_to_month,electronic_check,0,basic,0.0,whatsapp,sin quejas registradas,0
1203,Cliente 1203,user1203@demo.com,70,41.44,2969.35,0,2,0,28.9,5,0,month_to_month,electronic_check,0,standard,0.0,chat,sin quejas registradas,0
1204,Cliente 1204,user1204@demo.com,55,36.28,1910.4,1,1,0,20.5,5,15,month_to_month,electronic_check,0,basic,0.0,whatsapp,Cobro duplicado en factura,0
1205,Cliente 1205,user1205@demo.com,47,31.29,1442.78,0,0,1,20.3,1,20,month_to_month,bank_transfer,0,basic,0.0,chat,sin quejas registradas,0
1206,Cliente 1206,user1206@demo.com,65,48.41,3167.43,0,3,0,34.2,4,0,month_to_month,electronic_check,0,standard,74.59,email,sin quejas registradas,1
1207,Cliente 1207,user1207@demo.com,37,28.23,1060.83,0,0,2,44.2,1,10,one_year,electronic_check,0,basic,0.0,chat,sin quejas registradas,0
1208,Cliente 1208,user1208@demo.com,52,62.37,3065.7,0,1,2,7.7,3,20,one_year,cash,0,standard,0.0,whatsapp,sin quejas registradas,0
1209,Cliente 1209,user1209@demo.com,21,56.14,1122.07,0,0,1,61.4,4,5,month_to_month,credit_card,0,standard,0.0,phone,sin quejas registradas,0
1210,Cliente 1210,user1210@demo.com,69,65.58,4496.07,0,2,1,27.9,3,0,one_year,electronic_check,0,standard,0.0,chat,sin quejas registradas,0
1211,Cliente 1211,user1211@demo.com,45,66.17,2687.83,0,2,0,13.2,5,10,month_to_month,credit_card,0,standard,0.0,chat,sin quejas registradas,0
1212,Cliente 1212,user1212@demo.com,56,68.27,3903.02,1,1,1,18.4,5,20,month_to_month,electronic_check,0,standard,0.0,email,Velocidad menor a la contratada,0
1213,Cliente 1213,user1213@demo.com,33,46.79,1318.88,0,0,0,28.9,5,0,two_year,credit_card,0,standard,0.0,email,sin quejas registradas,0
1214,Cliente 1214,user1214@demo.com,62,101.67,5604.82,0,2,2,29.9,4,0,month_to_month,electronic_check,1,premium,0.0,whatsapp,sin quejas registradas,0
1215,Cliente 1215,user1215@demo.com,6,60.16,364.58,1,2,1,8.9,4,0,month_to_month,credit_card,0,standard,0.0,chat,Cargo por servicio que no solicite,0
1216,Cliente 1216,user1216@demo.com,9,15.0,123.94,1,2,0,19.7,5,15,one_year,bank_transfer,0,basic,0.0,whatsapp,Internet inestable en horas pico,0
1217,Cliente 1217,user1217@demo.com,37,32.95,1072.81,0,3,0,24.0,2,5,month_to_month,electronic_check,0,basic,36.85,chat,sin quejas registradas,0
1218,Cliente 1218,user1218@demo.com,53,16.71,785.86,0,0,0,44.6,2,0,month_to_month,electronic_check,0,basic,0.0,whatsapp,sin quejas registradas,0
1219,Cliente 1219,user1219@demo.com,58,55.38,3071.2,0,0,1,47.9,2,10,one_year,credit_card,0,standard,0.0,whatsapp,sin quejas registradas,0
1220,Cliente 1220,user1220@demo.com,32,52.32,1706.45,0,3,0,6.9,4,15,one_year,bank_transfer,0,standard,56.54,phone,sin quejas registradas,0
1221,Cliente 1221,user1221@demo.com,47,44.69,1815.04,0,0,0,21.3,2,0,month_to_month,bank_transfer,0,standard,0.0,whatsapp,sin quejas registradas,0
1222,Cliente 1222,user1222@demo.com,40,99.24,3398.36,0,0,1,12.6,1,10,two_year,bank_transfer,1,premium,0.0,email,sin quejas registradas,0
1223,Cliente 1223,user1223@demo.com,69,67.08,4364.85,0,3,0,28.5,4,0,month_to_month,cash,0,standard,132.82,phone,sin quejas registradas,0
1224,Cliente 1224,user1224@demo.com,47,70.97,3473.14,0,2,1,82.7,4,0,month_to_month,bank_transfer,0,standard,0.0,chat,sin quejas registradas,0
1225,Cliente 1225,user1225@demo.com,30,34.52,938.05,0,0,0,41.1,3,0,month_to_month,cash,0,basic,0.0,chat,sin quejas registradas,0
1226,Cliente 1226,user1226@demo.com,69,33.02,2373.69,1,4,0,30.3,5,15,month_to_month,credit_card,1,basic,44.17,email,Velocidad menor a la contratada,0
1227,Cliente 1227,user1227@demo.com,8,55.81,458.77,1,0,2,36.4,4,10,two_year,electronic_check,0,standard,0.0,whatsapp,Cobro duplicado en factura,0
1228,Cliente 1228,user1228@demo.com,70,58.81,3732.31,2,2,2,55.0,5,0,one_year,credit_card,0,standard,0.0,whatsapp,Cobro duplicado en factura,0
